Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
8000.0,2009-03-11,Credit Card Payoff,610.0,8.22%,432xx,OH,1 year,0.0
6000.0,2009-03-11,small buisness loan,514.0,9.58%,495xx,MI,1 year,0.0
8000.0,2009-03-11,Financing for a used Automobile,717.0,17.63%,060xx,CT,2 years,0.0
7000.0,2009-03-11,personal loan,601.0,16.96%,119xx,NY,1 year,0.0
12000.0,2009-03-11,Harley Davidson Springer softail,,-1%,404xx,KY,1 year,0.0
7500.0,2009-03-11, ,766.0,42.56%,662xx,KS,1 year,0.0
5000.0,2009-03-11,Help Me Loan,555.0,56%,560xx,MN,< 1 year,0.0
5200.0,2009-03-11,Engaugement Ring,578.0,14.92%,605xx,IL,1 year,0.0
4000.0,2009-03-11,I would like to buy a nice used car.,580.0,0%,751xx,TX,1 year,0.0
20000.0,2009-03-11,Debt Conslidation,647.0,29.07%,349xx,FL,4 years,0.0
20000.0,2009-03-11, ,661.0,34.24%,761xx,TX,< 1 year,0.0
5000.0,2009-03-11,Pay for student loans,677.0,29.44%,541xx,WI,5 years,0.0
4000.0,2009-03-11,get my credit back in order,0.0,0%,154xx,PA,4 years,0.0
7500.0,2009-03-11,Debt consolidation,455.0,38.85%,799xx,TX,6 years,0.0
10000.0,2009-03-11, ,780.0,3.09%,243xx,VA,6 years,0.0
1000.0,2009-03-11,Medical payoff,582.0,23.28%,320xx,FL,3 years,0.0
15000.0,2009-03-11,Car loan needed,610.0,0%,658xx,MO,< 1 year,0.0
20000.0,2009-03-11,Getting rid of high interest credit card,712.0,25.43%,975xx,OR,< 1 year,0.0
1500.0,2009-03-11, ,666.0,0%,770xx,TX,2 years,0.0
15000.0,2009-03-11,15000 Loan cashout,620.0,12.31%,191xx,PA,10+ years,0.0
8700.0,2009-03-11,Motorcycle loan,672.0,28.1%,809xx,CO,< 1 year,0.0
15000.0,2009-03-11, ,701.0,26.84%,190xx,PA,1 year,0.0
2000.0,2009-03-11,Refinance Existing Loan for Better Rate,689.0,25.84%,540xx,WI,8 years,0.0
7000.0,2009-03-11,Loan to payoff High Interest Credit Card,450.0,7.26%,774xx,TX,3 years,0.0
20000.0,2009-03-11,Mrs Kimberly Storm,468.0,15.02%,973xx,OR,4 years,0.0
15000.0,2009-03-11, ,,99999%,114xx,NY,10+ years,0.0
3000.0,2009-03-11,auto loan,490.0,4.33%,333xx,FL,< 1 year,0.0
10000.0,2009-03-11,Customer Service,722.0,116%,441xx,OH,2 years,0.0
10000.0,2009-03-11, ,693.0,28.89%,483xx,MI,1 year,0.0
20000.0,2009-03-11,Performance Bond,787.0,10.34%,662xx,KS,9 years,0.0
7000.0,2009-03-11,consolidate all debt and close out accts,648.0,35.82%,189xx,PA,< 1 year,0.0
11000.0,2009-03-11,personal,501.0,24.61%,864xx,AZ,< 1 year,0.0
20000.0,2009-03-11,Rebuilding Loan,485.0,8.94%,727xx,AR,< 1 year,0.0
12000.0,2009-03-11, ,674.0,42.37%,811xx,CO,< 1 year,0.0
13500.0,2009-03-11, ,695.0,1.13%,950xx,CA,1 year,0.0
18000.0,2009-03-11,My loan,,-1%,605xx,IL,< 1 year,0.0
8000.0,2009-03-11,$8000,580.0,0%,077xx,NJ,1 year,0.0
3000.0,2009-03-11,Catching up to breathe,429.0,7.08%,928xx,CA,7 years,0.0
18000.0,2009-03-11, ,690.0,101.4%,981xx,WA,< 1 year,0.0
16500.0,2009-03-11,motorcycle refinance,689.0,37.25%,344xx,FL,2 years,0.0
2500.0,2009-03-11,Help pay off past due car payments,691.0,23.62%,125xx,NY,2 years,0.0
10000.0,2009-03-11,Motorcycle loan,477.0,0%,923xx,CA,3 years,0.0
15000.0,2009-03-11,Financing needed please,493.0,15%,331xx,FL,5 years,0.0
4500.0,2009-03-11,Motorcycle loan,681.0,8.65%,440xx,OH,10+ years,0.0
10000.0,2009-03-11,vehicles repairs,,-1%,958xx,CA,10+ years,0.0
7000.0,2009-03-11,Money for a car and medical expenses,,-1%,796xx,TX,1 year,0.0
1000.0,2009-03-11,Rent,549.0,3.95%,931xx,CA,< 1 year,0.0
3000.0,2009-03-11,Help me pay these suckers off!!!!!!!,496.0,8.17%,624xx,IL,7 years,0.0
19750.0,2009-03-11,Car refinance,589.0,21.73%,486xx,MS,1 year,0.0
9000.0,2009-03-11,Motorcycle loan ,599.0,0%,956xx,CA,10+ years,0.0
5200.0,2009-03-11,BORROWER LOOKING FOR HELP.,405.0,19.17%,547xx,WI,5 years,0.0
10000.0,2009-03-11,Need loan to expand business,617.0,12.88%,786xx,TX,10+ years,0.0
20000.0,2009-03-11,Visa Credit Card Refinance,738.0,29.93%,021xx,MA,5 years,0.0
20000.0,2009-03-11,Personal Loan,,-1%,191xx,PA,7 years,0.0
10000.0,2009-03-11,LOAN REQUEST,769.0,12.94%,302xx,GA,1 year,0.0
5000.0,2009-03-11,Getting ahead at 21!,686.0,24.48%,720xx,AR,5 years,0.0
10000.0,2009-03-11,personal,441.0,7.36%,606xx,IL,3 years,0.0
17060.0,2009-03-11, ,,99999%,980xx,WA,1 year,0.0
8000.0,2009-03-11,Just Need A Break To Get Ahead,658.0,14.95%,906xx,CA,6 years,0.0
20000.0,2009-03-11,Debt. Consolidation,750.0,15.85%,109xx,NY,10+ years,0.0
1000.0,2009-03-11,Spring Road Trip,,-1%,350xx,AL,3 years,0.0
4000.0,2009-03-11,Motorcycle loan,725.0,0%,402xx,KY,< 1 year,0.0
3000.0,2009-03-11,Student Loan,0.0,0%,786xx,TX,< 1 year,0.0
3525.0,2009-03-11,Auto,0.0,0%,633xx,MO,< 1 year,0.0
4000.0,2009-03-11,needing a car,571.0,42.27%,354xx,AL,< 1 year,0.0
15000.0,2009-03-11, ,647.0,11.3%,215xx,MD,< 1 year,0.0
20000.0,2009-03-11,Kick Chase to the curb,666.0,19.65%,840xx,UT,< 1 year,0.0
10000.0,2009-03-11,Vice President,594.0,27.56%,221xx,VA,< 1 year,0.0
8500.0,2009-03-11,I am trying to get back on my feet,487.0,0%,452xx,OH,< 1 year,0.0
15000.0,2009-03-11,Consolidating debt,676.0,22.18%,921xx,CA,7 years,0.0
15000.0,2009-03-11,help me get a home ,0.0,36.08%,604xx,IL,1 year,0.0
3000.0,2009-03-11,consolidate debt,581.0,12.94%,989xx,WA,6 years,0.0
15000.0,2009-03-11,Debt Consolidation,654.0,27.07%,633xx,MO,2 years,0.0
2000.0,2009-03-11,Blanket,503.0,5.88%,802xx,CO,10+ years,0.0
4000.0,2009-03-11,personal loan,642.0,26.42%,997xx,AK,7 years,0.0
2500.0,2009-03-11,Ring Expense,660.0,12.76%,221xx,VA,4 years,0.0
7500.0,2009-03-11,Family business loan,,-1%,857xx,AZ,10+ years,0.0
16500.0,2009-03-11, ,786.0,20.67%,201xx,VA,10+ years,0.0
6400.0,2009-03-11, ,669.0,11.74%,064xx,CT,1 year,0.0
7500.0,2009-03-11,buying a used car,810.0,6.66%,972xx,OR,10+ years,0.0
5000.0,2009-03-11,Debt Consolidation,491.0,20.56%,712xx,LA,< 1 year,0.0
10000.0,2009-03-11,bussiness loan,759.0,0.4%,300xx,GA,5 years,0.0
1000.0,2009-03-11,Need Help Starting Up TShirt Business,610.0,6.17%,112xx,NY,< 1 year,0.0
20000.0,2009-03-11, ,702.0,22.09%,292xx,SC,4 years,0.0
9000.0,2009-03-11,2002 BMW ,646.0,6.35%,760xx,TX,1 year,0.0
15000.0,2009-03-11,Currently Paying 32% Interest at AE,637.0,21.54%,435xx,OH,2 years,0.0
20000.0,2009-03-11, ,,99999%,160xx,PA,10+ years,0.0
5500.0,2009-03-11,motorcycle refinance,616.0,71.2%,774xx,TX,4 years,0.0
20000.0,2009-03-11,New Car loan,,-1%,367xx,AL,4 years,0.0
5500.0,2009-03-11,motorcycle,544.0,47.17%,774xx,TX,10+ years,0.0
10000.0,2009-03-11,Start up loan for Nude Bar,659.0,22.19%,100xx,NY,1 year,0.0
3000.0,2009-03-11, ,771.0,0.71%,531xx,WI,< 1 year,0.0
18000.0,2009-03-11,Used car loan,609.0,0%,891xx,NV,2 years,0.0
12000.0,2009-03-11, ,700.0,38.66%,765xx,TX,9 years,0.0
15000.0,2009-03-11,start of life,654.0,16.76%,028xx,RI,1 year,0.0
5500.0,2009-03-11,Personal loan to pay off debts,583.0,0%,975xx,OR,< 1 year,0.0
7500.0,2009-03-11, ,669.0,7.66%,152xx,PA,3 years,0.0
20000.0,2009-03-11, ,630.0,1.49%,922xx,CA,4 years,0.0
18000.0,2009-03-11,Paying off credit card,671.0,51.7%,446xx,OH,< 1 year,0.0
5000.0,2009-03-11,Completely current but rather consolidat,653.0,25.68%,878xx,NM,< 1 year,0.0
16000.0,2009-03-11,Personal,576.0,61.98%,322xx,FL,10+ years,0.0
3000.0,2009-03-11, ,680.0,12.56%,080xx,NJ,< 1 year,0.0
1000.0,2009-03-11,1st las vegas trip ever,0.0,0%,933xx,CA,2 years,0.0
8000.0,2009-03-11, ,737.0,0%,951xx,CA,1 year,0.0
10000.0,2009-03-11,Visa card refinance,,-1%,895xx,NV,< 1 year,0.0
20000.0,2009-03-12,Refi the Past,592.0,13.79%,850xx,AZ,10+ years,0.0
15000.0,2009-03-12,Looking to consolidate debts and reduce ,658.0,33.95%,138xx,NY,2 years,0.0
20000.0,2009-03-12,Invest in education,,-1%,902xx,IL,< 1 year,0.0
12000.0,2009-03-12, ,754.0,19%,917xx,CA,< 1 year,0.0
20000.0,2009-03-12,personal,0.0,0%,071xx,NJ,5 years,0.0
5000.0,2009-03-12,search of a great rate,653.0,16.83%,060xx,CT,2 years,0.0
14500.0,2009-03-12,Debt Consolidation,,-1%,006xx,PA,6 years,0.0
20000.0,2009-03-12,I am buying a business,711.0,25.84%,633xx,MO,2 years,0.0
20000.0,2009-03-12,Working capital for my business,600.0,45.75%,201xx,VA,2 years,0.0
12000.0,2009-03-12, ,663.0,25.06%,191xx,PA,1 year,0.0
1000.0,2009-03-12,Have to move ASAP,475.0,9386.67%,282xx,SC,1 year,0.0
10000.0,2009-03-12,Upgrade Video Equipment to HD,691.0,1.4%,338xx,FL,1 year,0.0
19000.0,2009-03-12, ,703.0,18%,144xx,NY,9 years,0.0
2500.0,2009-03-12,paying off bills,513.0,12.88%,423xx,KY,< 1 year,0.0
6000.0,2009-03-12,credit card loan,668.0,6.39%,113xx,NY,2 years,0.0
15000.0,2009-03-12,Request for consolidation funds,433.0,1.12%,945xx,CA,3 years,0.0
14000.0,2009-03-12, ,741.0,4.91%,768xx,TX,2 years,0.0
18000.0,2009-03-12,Core Marketing Service Loan,486.0,24.7%,207xx,MD,6 years,0.0
15000.0,2009-03-12,Loan,608.0,18.41%,841xx,UT,1 year,0.0
5000.0,2009-03-12,motorcycle,0.0,0%,199xx,DE,2 years,0.0
18000.0,2009-03-12,Refinance Home Equity Line of Credit,,-1%,300xx,GA,3 years,0.0
10000.0,2009-03-12,Unsecured Personal Loan,601.0,32.03%,030xx,NH,< 1 year,0.0
2000.0,2009-03-12,Purchase a major item,491.0,8.31%,276xx,OH,3 years,0.0
10000.0,2009-03-12,elizabeth founds,758.0,16.66%,437xx,OH,8 years,0.0
20000.0,2009-03-12,Consolidating credit card debt,612.0,52.02%,070xx,NJ,3 years,0.0
20000.0,2009-03-12,Working Capital Loan,623.0,47.91%,908xx,CA,8 years,0.0
3500.0,2009-03-12,Purchase motorcycle,629.0,11.03%,283xx,NY,8 years,0.0
10000.0,2009-03-12,payoff,562.0,5.3%,752xx,TX,10+ years,0.0
2500.0,2009-03-12,Medical for my daughter,0.0,0%,765xx,TX,3 years,0.0
20000.0,2009-03-12, ,729.0,22.74%,330xx,FL,5 years,0.0
20000.0,2009-03-12,Expanding Business/Opening New Store,652.0,14.59%,384xx,TX,< 1 year,0.0
5000.0,2009-03-12,michele's,448.0,16.96%,746xx,OK,< 1 year,0.0
20000.0,2009-03-12,Debt Eliminator,674.0,33.89%,070xx,NJ,10+ years,0.0
1000.0,2009-03-12,smsh,583.0,43.91%,992xx,WA,1 year,0.0
1000.0,2009-03-12,Young Man looking for Wedding Loan,514.0,0%,114xx,NY,< 1 year,0.0
10000.0,2009-03-12,Grocery,,-1%,113xx,NY,10+ years,0.0
13000.0,2009-03-12,Linear Giving Project,571.0,52.54%,446xx,OH,8 years,0.0
20000.0,2009-03-12,Bridge Loan,517.0,11.42%,902xx,CA,10+ years,0.0
2500.0,2009-03-12,auto repair,627.0,19.73%,952xx,CA,5 years,0.0
17000.0,2009-03-12, ,669.0,28.1%,539xx,WI,3 years,0.0
15000.0,2009-03-12,Consolidation,505.0,4.68%,310xx,GA,8 years,0.0
15000.0,2009-03-12,need a home! ,488.0,15.48%,452xx,OH,1 year,0.0
6000.0,2009-03-12, ,739.0,13.07%,233xx,VA,< 1 year,0.0
14000.0,2009-03-12,"In need of a $14,000 loan",513.0,0%,115xx,NY,3 years,0.0
10000.0,2009-03-12,"10,000 / 48 months / 15%",597.0,6.4%,212xx,MD,2 years,0.0
20000.0,2009-03-12,Credit Card Consolidation Loan,710.0,45.3%,490xx,MI,< 1 year,0.0
20000.0,2009-03-12, ,653.0,21.27%,802xx,CO,1 year,0.0
3000.0,2009-03-12,Get debt free,0.0,0%,574xx,SD,< 1 year,0.0
6000.0,2009-03-12,Mortgage Rental Payment,435.0,6.06%,750xx,TX,10+ years,0.0
3500.0,2009-03-12,Funeral expenses,612.0,1.13%,951xx,CA,1 year,0.0
2000.0,2009-03-12, ,650.0,15.18%,366xx,AL,< 1 year,0.0
20000.0,2009-03-12,Bill Consolidation,716.0,65.67%,088xx,NJ,2 years,0.0
18000.0,2009-03-12,Loan needed,,-1%,707xx,LA,8 years,0.0
20000.0,2009-03-12,pick up,605.0,34.42%,831xx,WY,1 year,0.0
10000.0,2009-03-12, ,,99999%,240xx,VA,10+ years,0.0
20000.0,2009-03-12,establish a metal stamping company,605.0,17.78%,442xx,OH,2 years,0.0
5000.0,2009-03-12,car loan,464.0,16.2%,857xx,AZ,3 years,0.0
20000.0,2009-03-12,Hedge,755.0,6.48%,950xx,CA,2 years,0.0
5000.0,2009-03-12,Motorcycle loan,582.0,20.24%,392xx,MS,< 1 year,0.0
10000.0,2009-03-12,Hard Times,570.0,24.18%,088xx,NJ,3 years,0.0
10000.0,2009-03-12,Williams' Loan request,650.0,17.07%,923xx,CA,1 year,0.0
1000.0,2009-03-12,High-confidence loan,787.0,0%,980xx,WA,< 1 year,0.0
5000.0,2009-03-12, ,682.0,1.87%,082xx,NJ,1 year,0.0
1000.0,2009-03-12,personal,527.0,0%,328xx,FL,1 year,0.0
8000.0,2009-03-12, ,719.0,30.21%,238xx,VA,5 years,0.0
10000.0,2009-03-12,Im a soldier who loves the water,647.0,180.6%,939xx,CA,10+ years,0.0
1500.0,2009-03-12,personal,505.0,0%,328xx,FL,10+ years,0.0
8000.0,2009-03-12,Tuition Fees,,-1%,853xx,AZ,< 1 year,0.0
6000.0,2009-03-12,for a motorcycle,488.0,0%,359xx,AL,1 year,0.0
2000.0,2009-03-12, ,,99999%,926xx,CA,2 years,0.0
20000.0,2009-03-12,no more credit cards,612.0,7.42%,953xx,CA,8 years,0.0
20000.0,2009-03-12,Tanning Salon,654.0,7.24%,791xx,TX,10+ years,0.0
2700.0,2009-03-12,Freedom,0.0,0%,191xx,PA,< 1 year,0.0
5000.0,2009-03-12,remodel,716.0,31.09%,731xx,OK,1 year,0.0
1000.0,2009-03-12,Moving for new job location(Fishing job),0.0,0%,900xx,CA,6 years,0.0
20000.0,2009-03-12,personal,635.0,8.79%,871xx,NM,< 1 year,0.0
10000.0,2009-03-12,Debt Consolidation,695.0,15.08%,950xx,CA,1 year,0.0
8500.0,2009-03-12,repay,603.0,15.39%,809xx,CO,< 1 year,0.0
8000.0,2009-03-12,personal,518.0,5.66%,705xx,LA,1 year,0.0
4000.0,2009-03-12,Loan for bills,402.0,0%,752xx,TX,2 years,0.0
1000.0,2009-03-12,personal,0.0,0%,713xx,LA,5 years,0.0
7000.0,2009-03-12,HARLEY DAVIDSON,640.0,0%,647xx,MO,10+ years,0.0
6000.0,2009-03-12,buying a rv,643.0,33.23%,187xx,PA,1 year,0.0
12000.0,2009-03-12, ,713.0,44.48%,182xx,PA,5 years,0.0
13000.0,2009-03-12, ,696.0,32.22%,975xx,OR,2 years,0.0
6000.0,2009-03-12, ,716.0,27.27%,190xx,PA,2 years,0.0
12000.0,2009-03-12, ,,99999%,985xx,WA,< 1 year,0.0
3000.0,2009-03-12,Moving from TX to DE,696.0,7.26%,750xx,TX,3 years,0.0
20000.0,2009-03-12, ,775.0,3.41%,452xx,OH,3 years,0.0
10000.0,2009-03-12, ,694.0,0.47%,785xx,TX,8 years,0.0
16000.0,2009-03-12, ,,99999%,871xx,NM,10+ years,0.0
7000.0,2009-03-12,Pay off credit card debt,659.0,32.07%,216xx,MD,7 years,0.0
20000.0,2009-03-12, ,711.0,26.29%,934xx,CA,5 years,0.0
8000.0,2009-03-12,Businees Expansion & Advertising Costs,733.0,49.12%,484xx,MI,5 years,0.0
15000.0,2009-03-12,business loan,,-1%,156xx,PA,10+ years,0.0
17000.0,2009-03-12, ,700.0,7.38%,201xx,VA,8 years,0.0
5000.0,2009-03-12,expanding my bakery business,476.0,5.65%,113xx,NY,6 years,0.0
4000.0,2009-03-12, ,724.0,0%,450xx,OH,3 years,0.0
5000.0,2009-03-12,Motorcycle loan,596.0,11.14%,320xx,FL,4 years,0.0
5000.0,2009-03-12, ,0.0,0%,786xx,TX,< 1 year,0.0
6000.0,2009-03-12, ,700.0,0%,440xx,OH,2 years,0.0
15000.0,2009-03-12, ,754.0,18.55%,750xx,TX,< 1 year,0.0
15000.0,2009-03-12,Car Financing and Debt. Relief. ,619.0,12.09%,015xx,MA,< 1 year,0.0
15000.0,2009-03-12,Debt Consolidation,672.0,13.26%,193xx,PA,< 1 year,0.0
3000.0,2009-03-12,Unconsolidated,558.0,20.64%,207xx,MD,< 1 year,0.0
18800.0,2009-03-12,Need to reduce apr on 2 of my cards,656.0,17.92%,088xx,NJ,10+ years,0.0
20000.0,2009-03-12, ,675.0,22.53%,481xx,MI,9 years,0.0
5000.0,2009-03-12, ,598.0,0.81%,170xx,PA,< 1 year,0.0
15000.0,2009-03-12,Just want to be like everyone else,576.0,24.11%,947xx,CA,10+ years,0.0
15000.0,2009-03-12, ,806.0,0.51%,331xx,FL,2 years,0.0
2500.0,2009-03-12,Emergency Cash,575.0,0%,106xx,NY,1 year,0.0
19000.0,2009-03-12,Credit Card and Car Loan,646.0,26.87%,175xx,PA,3 years,0.0
3000.0,2009-03-12,Personal ,599.0,30.59%,750xx,TX,5 years,0.0
9000.0,2009-03-12,Student Loan,613.0,0%,191xx,PA,< 1 year,0.0
5000.0,2009-03-12, ,,99999%,917xx,CA,2 years,0.0
20000.0,2009-03-12,Lucrative business investment,725.0,0.79%,600xx,IL,1 year,0.0
20000.0,2009-03-12,Need to purchase a new car.,573.0,5.36%,333xx,FL,4 years,0.0
20000.0,2009-03-12,Need to expand business,452.0,0%,891xx,NV,2 years,0.0
1500.0,2009-03-12,NEED CAR REPAIR ASAP,471.0,1.82%,405xx,KY,2 years,0.0
20000.0,2009-03-12,Tri-Cor investment LLC,601.0,11.64%,553xx,MN,< 1 year,0.0
1500.0,2009-03-12,OUT OF DEBT,615.0,11.82%,995xx,AK,2 years,0.0
1000.0,2009-03-13,Loan purpose nto pay bills,0.0,0%,280xx,SC,2 years,0.0
23000.0,2009-03-13, ,748.0,3.65%,451xx,OH,1 year,0.0
5000.0,2009-03-13,REBUILDING HOME,716.0,12.17%,361xx,AL,10+ years,0.0
20000.0,2009-03-13,Debt consolidation/Update Kitchen,777.0,62%,322xx,FL,5 years,0.0
15000.0,2009-03-13,pesal,498.0,682.91%,440xx,OH,5 years,0.0
6000.0,2009-03-13,CHild with a lot of medical,678.0,19.13%,514xx,IL,5 years,0.0
15000.0,2009-03-13,credit cards,660.0,15.55%,337xx,FL,5 years,0.0
1000.0,2009-03-13,Emergency Loan,509.0,16.56%,296xx,SC,2 years,0.0
22000.0,2009-03-13, ,643.0,49.86%,140xx,NY,4 years,0.0
12000.0,2009-03-13, ,768.0,27.35%,481xx,MI,2 years,0.0
5000.0,2009-03-13,Personnal loan,492.0,0%,713xx,LA,8 years,0.0
1500.0,2009-03-13, ,661.0,2.19%,191xx,PA,< 1 year,0.0
20000.0,2009-03-13,Postman,,-1%,331xx,FL,1 year,0.0
2000.0,2009-03-13,Personal,670.0,11.66%,321xx,FL,< 1 year,0.0
2500.0,2009-03-13,Gather debt into 1 payment,544.0,14.04%,010xx,MA,2 years,0.0
20000.0,2009-03-13, ,745.0,0.74%,321xx,FL,< 1 year,0.0
3000.0,2009-03-13, ,,99999%,481xx,MI,5 years,0.0
18000.0,2009-03-13,Loan Consolidation,673.0,16.04%,245xx,VA,5 years,0.0
16000.0,2009-03-13,Help Needed to Complete Education,533.0,8.6%,945xx,CA,10+ years,0.0
5000.0,2009-03-13,re-stock of inventory loan,746.0,9.24%,945xx,CA,4 years,0.0
15000.0,2009-03-13,HELP,407.0,0%,080xx,NJ,< 1 year,0.0
10000.0,2009-03-13,Combination loan,685.0,43.76%,656xx,MO,< 1 year,0.0
5000.0,2009-03-13,in need of a vehicle for me and my child,466.0,4.77%,908xx,CA,6 years,0.0
18000.0,2009-03-13,home improvement,723.0,6.55%,852xx,AZ,4 years,0.0
8000.0,2009-03-13,boat loan,643.0,9.22%,128xx,NY,3 years,0.0
9000.0,2009-03-13,car financing,749.0,5.51%,481xx,MI,2 years,0.0
15550.0,2009-03-13,Equipment,,-1%,369xx,AL,10+ years,0.0
10000.0,2009-03-13,cargo van,775.0,6.59%,949xx,CA,3 years,0.0
16000.0,2009-03-13, ,646.0,10.71%,891xx,NV,2 years,0.0
23000.0,2009-03-13, ,703.0,23.65%,857xx,AZ,< 1 year,0.0
8000.0,2009-03-13,need help fixing credit,480.0,16.73%,302xx,GA,< 1 year,0.0
5000.0,2009-03-13,personal,481.0,32.91%,410xx,KY,10+ years,0.0
19000.0,2009-03-13, ,722.0,10.2%,481xx,MI,4 years,0.0
3000.0,2009-03-13,Med Grad  needs $ 4 summer fieldwork,565.0,14.08%,305xx,GA,< 1 year,0.0
20000.0,2009-03-13,Working Capital,796.0,4.67%,774xx,TX,9 years,0.0
14000.0,2009-03-13, ,,99999%,458xx,OH,< 1 year,0.0
17000.0,2009-03-13, ,721.0,33.63%,176xx,PA,10+ years,0.0
10000.0,2009-03-13,Assist w/ paying down credit card debt,616.0,19.68%,930xx,CA,1 year,0.0
10000.0,2009-03-13,Pay off credit card debt,604.0,14.69%,930xx,CA,4 years,0.0
18000.0,2009-03-13,Trying to help son with wedding expenses,703.0,6.09%,115xx,NY,2 years,0.0
1000.0,2009-03-13,Medical,,-1%,100xx,NY,< 1 year,0.0
2000.0,2009-03-13,Home Repair,693.0,14.23%,906xx,CA,10+ years,0.0
4050.0,2009-03-13, ,674.0,13.1%,762xx,TX,2 years,0.0
6000.0,2009-03-13,Refinance a High Interest Credit Card,704.0,31.62%,300xx,GA,10+ years,0.0
7500.0,2009-03-13,boat,577.0,6.77%,483xx,MI,7 years,0.0
5000.0,2009-03-13,Trying to get back into college,492.0,30.4%,180xx,PA,< 1 year,0.0
10000.0,2009-03-13,chantel,,-1%,956xx,CA,< 1 year,0.0
11542.0,2009-03-13, ,,99999%,452xx,OH,1 year,0.0
14000.0,2009-03-13, ,618.0,8.88%,926xx,CA,< 1 year,0.0
20000.0,2009-03-13,Loan for new healthcare IT company,725.0,33.1%,119xx,NY,9 years,0.0
15000.0,2009-03-13,OyaCabs,0.0,0.45%,852xx,AZ,5 years,0.0
4000.0,2009-03-13, ,640.0,23.18%,018xx,MA,1 year,0.0
3200.0,2009-03-13,Paying off some bills,,-1%,482xx,MI,3 years,0.0
14000.0,2009-03-13, ,717.0,0.83%,935xx,CA,1 year,0.0
3500.0,2009-03-13,Need Inventory for current volume,634.0,8.15%,810xx,CO,3 years,0.0
20000.0,2009-03-13,Get financed for a truck,481.0,1.54%,996xx,AK,3 years,0.0
10000.0,2009-03-13,Consolidation,680.0,19.6%,977xx,OR,< 1 year,0.0
3000.0,2009-03-13,Vehicle purchase,728.0,0.8%,115xx,NY,2 years,0.0
12000.0,2009-03-13,Motorcycle Loan,718.0,0.28%,960xx,CA,4 years,0.0
10000.0,2009-03-13,Debt consolidation and divorce fees,699.0,18.03%,225xx,VA,4 years,0.0
5000.0,2009-03-13, ,,-1%,197xx,DE,4 years,0.0
20000.0,2009-03-13,Must close high intrst rate CC accounts,693.0,5.51%,125xx,NY,2 years,0.0
1500.0,2009-03-13,Trying to consolidate my debt,531.0,24.99%,211xx,MD,1 year,0.0
4000.0,2009-03-13, ,706.0,32%,553xx,MN,2 years,0.0
11500.0,2009-03-13,2006 Mustang,609.0,11.18%,405xx,KY,1 year,0.0
7500.0,2009-03-13, ,,99999%,430xx,OH,10+ years,0.0
10000.0,2009-03-13,buisness/school loan,566.0,0%,330xx,FL,4 years,0.0
15000.0,2009-03-13,to start up my own business,0.0,0%,750xx,TX,10+ years,0.0
10000.0,2009-03-13,personal debts,550.0,0%,113xx,NY,2 years,0.0
3500.0,2009-03-13,PhilRubio - Design and Photography,670.0,11.62%,953xx,CA,1 year,0.0
19500.0,2009-03-13, ,647.0,25.56%,784xx,TX,8 years,0.0
2000.0,2009-03-13,eBay Growth,442.0,14.23%,395xx,MS,3 years,0.0
4000.0,2009-03-13,PatsPersonalLoan,670.0,13.6%,321xx,FL,< 1 year,0.0
12750.0,2009-03-13,Acura,720.0,19.87%,750xx,TX,8 years,0.0
7500.0,2009-03-13, ,,99999%,841xx,UT,< 1 year,0.0
5000.0,2009-03-13,Auto,586.0,0%,673xx,KS,2 years,0.0
5000.0,2009-03-13,Amex Refinance,814.0,0%,112xx,NY,10+ years,0.0
5575.0,2009-03-13,Buying A Used Vehicle,654.0,9.29%,700xx,LA,1 year,0.0
10000.0,2009-03-13,Home Improvement,,-1%,951xx,CA,< 1 year,0.0
5000.0,2009-03-13,Rebuild Credit/Buy Mustang engine ,,-1%,622xx,IL,< 1 year,0.0
1500.0,2009-03-13,Birthday,495.0,11.22%,394xx,MS,10+ years,0.0
2700.0,2009-03-13,Car Financing,440.0,3.38%,710xx,LA,1 year,0.0
6000.0,2009-03-13, ,703.0,1.67%,329xx,FL,2 years,0.0
12000.0,2009-03-13,credit card loan,721.0,29.79%,066xx,CT,10+ years,0.0
3000.0,2009-03-13,Taxes,574.0,0%,402xx,KY,6 years,0.0
15000.0,2009-03-13,debt,744.0,14.87%,220xx,VA,7 years,0.0
5000.0,2009-03-13, ,700.0,1.17%,924xx,CA,2 years,0.0
3000.0,2009-03-13,Debt Help,401.0,5.76%,776xx,TX,< 1 year,0.0
7000.0,2009-03-13,motorcycle,534.0,23.11%,922xx,CA,3 years,0.0
9000.0,2009-03-13,Tena's loan,510.0,0%,199xx,DE,1 year,0.0
15000.0,2009-03-13,Motivated to get rid of debt!!!!,506.0,23.64%,707xx,LA,2 years,0.0
4000.0,2009-03-13, ,673.0,0.43%,201xx,VA,2 years,0.0
6000.0,2009-03-13,Auto Loan,,-1%,490xx,MI,< 1 year,0.0
1000.0,2009-03-13,In need,390.0,27.53%,923xx,CA,< 1 year,0.0
3000.0,2009-03-13,personal,474.0,7.26%,894xx,NV,4 years,0.0
20000.0,2009-03-13,Debt Consolidation - Credit Cards,708.0,20.3%,600xx,IL,9 years,0.0
5100.0,2009-03-13,Pay off dental fees,0.0,0%,335xx,FL,1 year,0.0
5000.0,2009-03-13,School Loan,0.0,0%,704xx,LA,< 1 year,0.0
